x,y
6.195363912641229,58.07974175092621
18.736785399255183,11.567154745068105
21.03342437771985,25.40912968485416
23.332017293064723,52.61705817713921
10.91440443626128,43.68473245824622
25.475177718292134,6.669840208650845
10.695114385407377,44.253029531566334
19.49210067471278,31.21091924574591
27.53659576925956,49.898408656873954
5.015382640091171,39.2609670621163
13.437481784463436,44.78819381000317
17.1821239320948,17.298888520503155
26.325095535620484,31.447501224384325
22.81039691839847,57.316229510134406
23.911829635007,47.30188760993344
17.453920257332193,13.489532971740637
16.49407847240815,48.15972272882874
17.297826524805714,11.791815177950621
7.702483472988369,24.526466516703216
8.704624525460185,59.445600618231815
23.145256824184447,57.91203073279644
22.42895115658162,47.89117635763503
10.218680978312106,40.368918994940074
26.75394066768055,21.941482263560836
16.395739379975492,44.21149326339016
25.420222574480984,36.75500725857879
23.676685688565644,50.99223207477394
6.453049228054352,41.523726361288794
5.3199930541204274,48.212917818998065
17.999784244871567,34.39770524995299
16.003755442042294,57.56994168323232
11.929494372686424,40.28191872229701
6.765007676537896,57.59442025462586
18.866950380283207,45.69692817460152
24.942424350753285,34.08664456342158
12.4835825514428,33.6912972943416
17.000982452494767,40.88581016467076
17.803768720800562,25.644199436242626
12.518311353998705,57.04896930259709
26.989120135125848,15.27828631882555
12.485591186123843,20.315270459707538
27.84853731267938,14.46565702713151
14.660291292659739,12.959340731928776
18.64482028973964,49.42292117119823
18.6293512944884,19.24352872603156
20.01864247638287,36.860715418836186
6.248652355177273,27.822887797800565
21.154786534057013,12.768665072477713
12.452383923110736,13.951199436632846
16.095791504258464,16.28135288717311
6.405897752213369,52.43726346362704
12.080743341446503,42.0794363081221
20.39158506469306,34.523015413308784
9.828417324077929,8.513368357977301
10.284626434874333,35.29874050082627
9.41042012920511,39.77733668720403
14.227373966572426,51.25688309344835
15.086037657291977,44.9514998344637
12.907960567381728,55.34098489359895
15.864311349964362,28.07441416843821
12.610088002052521,8.16622552155288
11.79616667494679,59.44940249772921
23.778204481238863,17.155266344240896
11.089646298892717,8.734864723049164
8.481058445936787,34.694985503674616
21.224229009352605,7.2249941563245805
22.203662151911008,57.93553062903828
26.151878643118515,53.49500951413117
13.92491598174225,8.822233403830522
10.150567542048863,19.844712022178705
18.050013362661854,21.84414192587253
13.826810602676643,57.018530004801235
6.087158551846033,14.357686770729558
20.554252279515573,11.64892218451958
25.960995280645754,35.64898668282455
22.77020459599655,14.23614959308267
21.87600833006837,10.737256440564062
12.120441035357043,12.681785268251595
15.793611499706225,9.801275092722907
22.733357925807034,46.53076865498264
18.031762483159735,50.855220827160096
25.10507422183427,48.99714972153142
18.271918274605845,18.91172203017554
23.809935531212602,33.01774499142766
13.437952128435143,31.80677688143335
13.965470214664226,39.53967288413866
24.13313810108067,14.089361114715539
24.67633227422445,55.78687393115015
24.868836747492434,42.09620337279981
12.310738897576506,7.294082773036213
21.064996367989657,12.88548477770832
6.837152081276852,24.109992148912358
19.095253438078117,57.40897584118885
23.528238734191355,37.19046218890998
20.74617538549881,9.315173351912241
24.59107187360233,12.804381705480779
8.07017798616381,56.28291648301426
23.804908321680582,51.17318820670069
10.299666932605554,45.73359206914948
7.4814320972818615,34.40425343581949
25.084919612968864,32.14682261127742
25.02937782650387,40.462339540166234
16.06926397197037,38.70999877554285
19.35543641526448,46.58022990755953
26.594020167504603,50.99267745751818
10.55353957250766,48.66296063346569
7.155163496614391,57.2847783382107
13.10634137234804,35.42157298008324
20.890407351698094,12.889744572307121
23.995250520965484,21.091360155045475
17.626856678543014,19.711077516435367
16.572234835902712,6.391605690692646
5.168617513098867,6.443695790598806
26.94448389387109,17.361083547582766
18.245646348097807,14.838779541818946
20.667125070434913,32.85575911998724
14.300387549329878,33.10890799164167
19.870069797730753,25.42815363063442
25.44109853612736,25.387711392735028
6.7703576052857795,36.23179571398306
9.33535871735748,36.265071247010795
20.674925212291598,39.74541910114061
5.62494806789674,30.62917928321345
13.356088386271665,41.13783476176742
19.493293044724076,29.263454365882218
22.80641330218942,32.18654086932705
25.189583260019823,7.58687676406083
14.34978215245268,21.67037133036704
22.16177946349629,14.078794227953773
19.649047927480034,43.19431984252465
8.552925896763789,37.919797975021794
13.034388190585071,10.611119422239225
6.01664952789146,19.780240263622915
10.371656692655463,41.11322038306932
27.876697340252754,6.433421922412903
12.924206897976994,51.76406812364961
5.805945981386168,41.84139947494904
22.88795743899304,14.124529241563204
8.671941363491715,28.46810612693583
20.104151021763048,21.685019092577843
8.782204632651508,23.938375601623502
20.766432641345922,23.420204942079945
13.769411517602622,21.709178046487555
6.945886776029143,30.03951002055852
25.414811823808503,54.66378719206274
18.105576895258878,29.271529165105655
27.04691360260287,47.82584694473328
25.805324814695474,24.90794388483364
18.890403910870806,40.487213802449595
26.96084156747133,31.217000789176232
10.290659265958963,7.854579098608388
27.378233526731393,23.396036421474875
26.261367373738832,46.29738715283386
22.426081948573092,45.587904122308665
15.78494839954824,38.015973186846665
5.952958916160352,53.510887017611296
19.07338436120588,26.438343405339566
23.662649536601307,7.059524802525126
17.891107326072845,34.34339124074885
16.854602337245787,25.59581736062758
22.17576298947298,21.293170317351528
25.59256568096207,28.557119742447966
26.579951667318525,37.01085774736927
27.128515613698795,18.676650335811992
15.750090993013824,8.851161932864175
11.43519126109441,19.455743114153517
11.072252901888394,21.137897977796317
10.827530543728502,47.376330447376795
15.113772982982873,14.163964715865145
9.645018427787932,24.752913362590448
25.338920519015403,33.70940728977724
9.596766302837892,22.561295663483005
7.595645636521269,48.058867595620335
21.072908032691373,12.935592715686512
13.291519003401369,34.11499680865843
16.989222206292744,12.253735870479957
25.79018438986692,18.62440964446521
23.087984179289755,21.297729432381956
13.59352585198923,14.777362126780915
6.825247596298844,46.75960424374068
16.288188652541294,39.420670087930816
27.988984670587346,40.331399592604065
25.356398445901934,44.465148845169615
5.987725934583186,59.245911497068406
25.46912372771964,20.327202647405464
7.2134552710202655,25.632214525194055
12.977237271037488,45.722478119025745
8.326121024945643,49.35837331667699
14.907034355044885,41.53718659785606
12.447267822892499,13.263531987048738
22.06735969689261,19.390947519428547
5.624902306048687,44.74501631789376
26.09115757439851,7.482610207470833
12.6635788920219,17.97305937358817
10.87405251253313,8.900334691758992
20.213144711008542,34.92049411032484
13.078404306783488,51.253976351445026
10.550304691060107,27.684885816456614
11.024024057153166,48.92720988755298
23.537116910811445,28.378580135140364
27.31915815768821,37.883837541253975
21.499457243060693,41.67409580942392
18.936011413875512,21.59877936478514
13.466644677242636,14.577961126901997
11.115408606304568,7.517343455607865
9.680928325598298,24.56202341664272
11.487921558388878,19.675157191306802
26.48700905684507,38.37424874948147
25.95049624107928,49.54276241353872
23.938076107432877,42.16587633462352
15.9546591208595,11.162223965564932
14.965226842265162,43.2787121267875
14.146014099973415,59.45486330257664
19.279515941088814,54.50064087237582
23.306317987555737,26.331024195102568
13.84325115475426,36.115071957915546
23.777205461560367,54.89209457184471
5.917036879669597,46.687736001167636
20.622909305434593,45.662341122931394
22.34714057159523,40.56086890089157
16.827823515420157,59.44048071412129
8.85669938943995,11.433946679380899
25.55313798200083,24.024961205078228
10.592524728032938,57.21362935835791
6.693191204687679,12.895733317781373
16.366510313949057,58.08465904522914
5.749952490275947,59.200750591311014
12.817380532889727,8.962874205746377
23.67521886629629,23.828327863956698
14.126937456852978,19.736731188331284
10.161310554360881,23.776198767794554
11.765795094395164,26.102581334416165
17.85447056688657,49.60429150976438
24.87994090439447,35.54134181831883
15.040831243080031,50.777192263536065
15.120174819221917,6.5962111075859635
23.964626815965808,6.326576121659996
26.783053359125656,29.76360768829321
23.136465326915197,50.75788155974049
8.161319095170834,49.88418423139773
6.60655227665962,56.04970710862676
23.38990009170043,29.080494537305405
13.247755668384462,29.16484608826781
26.07994755420297,31.438678112724826
12.648396153315971,38.86036737118138
15.529120195119681,37.743491287500284
26.28488338703859,8.55261782662833
25.827163403238725,48.677115026873906
27.347340284026423,16.90427068715333
22.673625413406082,29.423389992266856
24.243826323023566,34.690573642833286
7.329528240370609,44.547500217147466
27.894205253843644,35.78015244325358
22.92464904270571,9.066152307898443
13.978536565684806,56.95561863033302
22.810895675674686,10.810437024823655
11.102846581326002,30.617532069469917
23.943183542141036,36.59718584095447
20.309027199904808,19.25135470237765
24.13749756085359,6.382734031901366
27.716540061811877,12.054870457470065
23.92811149797297,39.551563066082586
7.779443936217773,17.440449569749212
8.22169573352788,54.38162208734305
14.290869015846496,43.06556626896895
26.57808785674342,45.19112381967694
13.68475613564868,24.681806473738632
20.64195270714751,59.30324888259765
11.566386671688814,37.4032362432669
